Score	ORR	ORR025	ORR975
0.0	0.0	0.0	0.0
0.01	0.0	0.0	0.0
0.02	0.0	0.0	0.0
0.03	0.0	0.0	0.0
0.04	0.0	0.0	0.0
0.05	0.0	0.0	0.0
0.06	0.0	0.0	0.0
0.07	0.0	0.0	0.0
0.08	0.0	0.0	0.0
0.09	0.0	0.0	0.0
0.1	0.0	0.0	0.0
0.11	0.0	0.0	0.0
0.12	0.0	0.0	0.0
0.13	0.018621228184067723	0.0	0.058823529411764705
0.14	0.032806200508988595	0.0	0.08475477821853587
0.15	0.04401962829049787	0.0	0.10002808988764043
0.16	0.03964658045179465	0.0	0.09090909090909091
0.17	0.05099512350231717	0.012334656084656085	0.10346623563218389
0.18	0.05117627655983992	0.01190126050420168	0.10588235294117647
0.19	0.06512575428282727	0.021047149122807016	0.1204918575400503
0.2	0.06311297135797021	0.02	0.11628471438247912
0.21	0.06619884459950762	0.0234846547314578	0.11884158415841581
0.22	0.06431469738030293	0.020822704081632653	0.1165088996763754
0.23	0.05850951489201367	0.02150188106395618	0.10785539215686274
0.24	0.055609704070993755	0.017094017094017096	0.1
0.25	0.05230525746384248	0.016518928285790456	0.09524844720496893
0.26	0.08410111988579096	0.041666666666666664	0.13333333333333333
0.27	0.07110233673072806	0.034471029791226834	0.114458980962016
0.28	0.06727228324982662	0.033879576739395074	0.10692385444743935
0.29	0.08284024371352827	0.044441707717569785	0.12562879844247413
0.3	0.11168119346956994	0.07007522554156988	0.15353244132951044
0.31	0.12337374385153344	0.0818089263677499	0.16668719211822658
0.32	0.13904908081111797	0.09502580427765758	0.18389329431930326
0.33	0.14682329028164068	0.10235789413184666	0.1917623450518187
0.34	0.16030992475090955	0.11740815966089721	0.20431300231201144
0.35	0.17345493266866696	0.13098025976307326	0.21678736517719566
0.36	0.17169162675825556	0.13183229813664596	0.21725586887067647
0.37	0.18484456605297095	0.14372016919603303	0.22956609633188796
0.38	0.22237556140104947	0.18124899444037254	0.270844834384858
0.39	0.2296651379334823	0.1890947640117994	0.27716830053131775
0.4	0.24663711471676164	0.20342285806529725	0.2917966168891238
0.41	0.245086621720481	0.20306944444444444	0.2907279204194112
0.42	0.2494859441997318	0.20785725214198286	0.2959005580923389
0.43	0.25071978427612107	0.20930074570273005	0.29276079447322967
0.44	0.2586950998147598	0.21482976342711	0.2994926999045082
0.45	0.2542229325392402	0.2114771668219944	0.2966615054636833
0.46	0.25065029464330213	0.20811928297902116	0.2948834196891192
0.47	0.26633818541005644	0.22249220340310036	0.3106962625201731
0.48	0.2608261101144636	0.2172745041618124	0.3058671248963802
